,open_time,o,h,l,c,v,close_time,qav,num_trades,taker_base_vol,taker_quote_vol,ignore
2021-07-25 15:06:59.999,1627250760000,1.21000000,1.21050000,1.20800000,1.20800000,13612.97000000,1627250819999,16453.50376500,70,384.13000000,464.17536500,0
2021-07-25 15:07:59.999,1627250820000,1.20800000,1.20860000,1.20790000,1.20860000,2009.00000000,1627250879999,2427.20376600,16,642.98000000,777.10433000,0
2021-07-25 15:08:59.999,1627250880000,1.20910000,1.20950000,1.20750000,1.20760000,7269.72000000,1627250939999,8784.98835600,26,686.56000000,830.13732000,0
2021-07-25 15:09:59.999,1627250940000,1.20890000,1.20890000,1.20870000,1.20880000,9524.78000000,1627250999999,11514.24820000,11,9524.78000000,11514.24820000,0
2021-07-25 15:10:59.999,1627251000000,1.20840000,1.20890000,1.20790000,1.20870000,9301.53000000,1627251059999,11238.23408000,17,552.67000000,668.04531500,0
2021-07-25 15:11:59.999,1627251060000,1.20840000,1.20890000,1.20740000,1.20850000,14480.16000000,1627251119999,17491.61586100,26,3047.86000000,3683.42400000,0
2021-07-25 15:12:59.999,1627251120000,1.20850000,1.20930000,1.20850000,1.20930000,1271.06000000,1627251179999,1536.14419900,9,1196.42000000,1445.94175900,0
2021-07-25 15:13:59.999,1627251180000,1.21000000,1.21150000,1.21000000,1.21150000,2387.88000000,1627251239999,2891.92841600,12,1952.17000000,2364.43846100,0
2021-07-25 15:14:59.999,1627251240000,1.21100000,1.21170000,1.21100000,1.21150000,4620.99000000,1627251299999,5596.70823900,11,4507.12000000,5458.80028200,0
2021-07-25 15:15:59.999,1627251300000,1.21160000,1.21160000,1.21080000,1.21080000,2735.09000000,1627251359999,3313.11945200,12,1466.53000000,1776.37900600,0
2021-07-25 15:16:59.999,1627251360000,1.21110000,1.21110000,1.21060000,1.21090000,1182.07000000,1627251419999,1431.36190600,5,8.34000000,10.10057400,0
2021-07-25 15:17:59.999,1627251420000,1.21090000,1.21110000,1.20910000,1.20910000,4902.99000000,1627251479999,5935.09686200,18,3327.77000000,4028.16987900,0
2021-07-25 15:18:59.999,1627251480000,1.20930000,1.20990000,1.20930000,1.20990000,8168.78000000,1627251539999,9878.69915400,9,7871.78000000,9519.44795400,0
2021-07-25 15:19:59.999,1627251540000,1.21020000,1.21140000,1.21020000,1.21080000,4510.40000000,1627251599999,5461.50430400,29,3708.55000000,4490.39928400,0
2021-07-25 15:20:59.999,1627251600000,1.21080000,1.21080000,1.21000000,1.21010000,1970.12000000,1627251659999,2384.37997300,11,76.65000000,92.79406500,0
2021-07-25 15:21:59.999,1627251660000,1.21000000,1.21020000,1.21000000,1.21020000,11091.75000000,1627251719999,13421.51065200,6,8625.99000000,10437.44790000,0
2021-07-25 15:22:59.999,1627251720000,1.21030000,1.21060000,1.20970000,1.21060000,3496.97000000,1627251779999,4231.74662500,15,2567.02000000,3106.75045500,0
2021-07-25 15:23:59.999,1627251780000,1.21080000,1.21100000,1.21050000,1.21100000,10978.42000000,1627251839999,13294.44794200,11,10214.96000000,12370.27961200,0
2021-07-25 15:24:59.999,1627251840000,1.21090000,1.21180000,1.21090000,1.21180000,3256.51000000,1627251899999,3944.13845500,16,990.42000000,1200.03312300,0
2021-07-25 15:25:59.999,1627251900000,1.21190000,1.21190000,1.21050000,1.21060000,3456.03000000,1627251959999,4187.35405100,14,944.19000000,1144.16292700,0
2021-07-25 15:26:59.999,1627251960000,1.20990000,1.21000000,1.20990000,1.21000000,568.75000000,1627252019999,688.15419900,2,568.75000000,688.15419900,0
2021-07-25 15:27:59.999,1627252020000,1.21000000,1.21110000,1.21000000,1.21070000,2332.92000000,1627252079999,2824.11771800,18,2028.74000000,2455.80835400,0
2021-07-25 15:28:59.999,1627252080000,1.21080000,1.21080000,1.21000000,1.21060000,1346.74000000,1627252139999,1630.01948300,9,1164.18000000,1409.11619900,0
2021-07-25 15:29:59.999,1627252140000,1.21050000,1.21180000,1.21050000,1.21180000,5505.70000000,1627252199999,6667.99067600,15,5476.75000000,6632.93054200,0
2021-07-25 15:30:59.999,1627252200000,1.21190000,1.21320000,1.21180000,1.21320000,3680.85000000,1627252259999,4462.18283400,24,3037.85000000,3682.92529300,0
2021-07-25 15:31:59.999,1627252260000,1.21310000,1.21440000,1.21290000,1.21410000,4862.81000000,1627252319999,5900.33177100,38,3355.12000000,4071.14380000,0
2021-07-25 15:32:59.999,1627252320000,1.21430000,1.21660000,1.21430000,1.21600000,19665.36000000,1627252379999,23912.21535200,99,15736.89000000,19136.87133500,0
2021-07-25 15:33:59.999,1627252380000,1.21590000,1.21600000,1.21510000,1.21520000,10719.52000000,1627252439999,13032.98874400,19,792.50000000,963.64320000,0
2021-07-25 15:34:59.999,1627252440000,1.21590000,1.21670000,1.21590000,1.21650000,8685.90000000,1627252499999,10563.06222400,17,7311.90000000,8891.75032400,0
2021-07-25 15:35:59.999,1627252500000,1.21680000,1.21680000,1.21590000,1.21630000,74578.35000000,1627252559999,90712.37292600,77,11150.66000000,13565.12221600,0
2021-07-25 15:36:59.999,1627252560000,1.21660000,1.21660000,1.21550000,1.21580000,5627.33000000,1627252619999,6843.19369900,15,2105.73000000,2561.41217500,0
2021-07-25 15:37:59.999,1627252620000,1.21550000,1.21550000,1.21300000,1.21300000,17319.72000000,1627252679999,21031.79608700,32,3697.82000000,4492.00703100,0
2021-07-25 15:38:59.999,1627252680000,1.21360000,1.21450000,1.21240000,1.21450000,11203.81000000,1627252739999,13588.75757400,15,1512.82000000,1836.57619800,0
2021-07-25 15:39:59.999,1627252740000,1.21400000,1.21490000,1.21350000,1.21490000,9005.61000000,1627252799999,10937.76523100,18,8777.25000000,10660.64182700,0
2021-07-25 15:40:59.999,1627252800000,1.21580000,1.21590000,1.21440000,1.21440000,5355.51000000,1627252859999,6508.19940600,22,2266.33000000,2755.47458000,0
2021-07-25 15:41:59.999,1627252860000,1.21440000,1.21480000,1.21410000,1.21470000,12759.25000000,1627252919999,15494.43567700,14,568.54000000,690.48982200,0
2021-07-25 15:42:59.999,1627252920000,1.21480000,1.21480000,1.21480000,1.21480000,134.80000000,1627252979999,163.75504000,5,134.80000000,163.75504000,0
2021-07-25 15:43:59.999,1627252980000,1.21450000,1.21460000,1.21450000,1.21450000,271.22000000,1627253039999,329.41733700,4,271.22000000,329.41733700,0
2021-07-25 15:44:59.999,1627253040000,1.21450000,1.21540000,1.21440000,1.21530000,3312.89000000,1627253099999,4024.40114200,10,2058.29000000,2499.92303400,0
2021-07-25 15:45:59.999,1627253100000,1.21500000,1.21510000,1.21490000,1.21490000,386.98000000,1627253159999,470.20216800,3,386.98000000,470.20216800,0
2021-07-25 15:46:59.999,1627253160000,1.21450000,1.21470000,1.21450000,1.21460000,762.73000000,1627253219999,926.45482500,8,605.80000000,735.86334000,0
2021-07-25 15:47:59.999,1627253220000,1.21430000,1.21430000,1.21390000,1.21390000,657.72000000,1627253279999,798.55919800,7,0.00000000,0.00000000,0
2021-07-25 15:48:59.999,1627253280000,1.21390000,1.21410000,1.21390000,1.21390000,453.62000000,1627253339999,550.71412200,9,386.52000000,469.26143200,0
2021-07-25 15:49:59.999,1627253340000,1.21420000,1.21430000,1.21300000,1.21370000,4847.12000000,1627253399999,5881.03302800,13,344.13000000,417.84527800,0
2021-07-25 15:50:59.999,1627253400000,1.21410000,1.21410000,1.21360000,1.21400000,1933.36000000,1627253459999,2346.80809800,7,680.06000000,825.59374600,0
2021-07-25 15:51:59.999,1627253460000,1.21400000,1.21460000,1.21390000,1.21390000,3813.28000000,1627253519999,4629.68111600,13,3597.31000000,4367.51382800,0
2021-07-25 15:52:59.999,1627253520000,1.21380000,1.21380000,1.21360000,1.21360000,883.59000000,1627253579999,1072.47682400,2,760.00000000,922.48800000,0
2021-07-25 15:53:59.999,1627253580000,1.21400000,1.21440000,1.21330000,1.21390000,1140.49000000,1627253639999,1384.45443200,7,341.84000000,414.99638700,0
2021-07-25 15:54:59.999,1627253640000,1.21400000,1.21400000,1.21340000,1.21340000,1777.75000000,1627253699999,2158.12567400,4,1675.84000000,2034.46808000,0
2021-07-25 15:55:59.999,1627253700000,1.21440000,1.21440000,1.21440000,1.21440000,70.38000000,1627253759999,85.46947200,2,70.38000000,85.46947200,0
2021-07-25 15:56:59.999,1627253760000,1.21440000,1.21550000,1.21440000,1.21550000,2991.77000000,1627253819999,3633.89595100,6,2991.77000000,3633.89595100,0
2021-07-25 15:57:59.999,1627253820000,1.21550000,1.21650000,1.21490000,1.21590000,6038.67000000,1627253879999,7342.17998300,24,4789.73000000,5823.77161200,0
2021-07-25 15:58:59.999,1627253880000,1.21590000,1.21710000,1.21590000,1.21700000,1390.86000000,1627253939999,1692.39463700,20,1362.01000000,1657.29572700,0
2021-07-25 15:59:59.999,1627253940000,1.21610000,1.21800000,1.21610000,1.21790000,4934.21000000,1627253999999,6007.65546000,38,2954.08000000,3596.95373300,0
2021-07-25 16:00:59.999,1627254000000,1.21780000,1.21880000,1.21700000,1.21780000,7088.25000000,1627254059999,8634.74575500,34,6159.37000000,7503.21095600,0
2021-07-25 16:01:59.999,1627254060000,1.21820000,1.21820000,1.21680000,1.21680000,2719.49000000,1627254119999,3310.01829500,18,152.27000000,185.45303300,0
