,open_time,o,h,l,c,v,close_time,qav,num_trades,taker_base_vol,taker_quote_vol,ignore
2021-07-25 15:49:59.999,1627253340000,34549.57000000,34553.97000000,34546.13000000,34548.33000000,4.36718600,1627253399999,150887.15986824,173,2.18441900,75471.20492138,0
2021-07-25 15:50:59.999,1627253400000,34548.32000000,34548.50000000,34542.20000000,34548.49000000,5.24481500,1627253459999,181184.84253841,123,2.63975800,91191.13406434,0
2021-07-25 15:51:59.999,1627253460000,34548.49000000,34577.24000000,34548.49000000,34572.58000000,8.86181100,1627253519999,306222.28705250,163,7.82275700,270298.83693572,0
2021-07-25 15:52:59.999,1627253520000,34574.30000000,34579.99000000,34552.87000000,34553.89000000,8.03348000,1627253579999,277725.86573709,175,3.63068600,125513.09024611,0
2021-07-25 15:53:59.999,1627253580000,34553.88000000,34566.72000000,34550.69000000,34563.54000000,13.98441100,1627253639999,483190.97676080,253,12.93535900,446940.64334072,0
2021-07-25 15:54:59.999,1627253640000,34563.92000000,34566.61000000,34559.41000000,34565.32000000,4.56154700,1627253699999,157658.65838118,161,2.25719200,78015.45964297,0
2021-07-25 15:55:59.999,1627253700000,34566.63000000,34578.54000000,34566.63000000,34577.87000000,2.29201500,1627253759999,79234.70244785,104,1.43515900,49610.66077169,0
2021-07-25 15:56:59.999,1627253760000,34577.37000000,34610.00000000,34577.37000000,34607.37000000,6.31424700,1627253819999,218439.65452751,282,3.68390400,127443.69354481,0
2021-07-25 15:57:59.999,1627253820000,34606.50000000,34643.78000000,34591.84000000,34595.64000000,25.73156100,1627253879999,890891.54110108,673,6.23182000,215758.37265807,0
2021-07-25 15:58:59.999,1627253880000,34596.42000000,34649.98000000,34596.42000000,34641.50000000,5.53312000,1627253939999,191616.14938811,253,3.47877400,120463.74667240,0
2021-07-25 15:59:59.999,1627253940000,34640.01000000,34688.89000000,34624.64000000,34670.05000000,22.09534200,1627253999999,766009.46641587,662,14.24374800,493801.54127413,0
2021-07-25 16:00:59.999,1627254000000,34669.34000000,34708.55000000,34647.36000000,34683.18000000,17.19644900,1627254059999,596556.18791516,579,12.68329100,440040.95438150,0
2021-07-25 16:01:59.999,1627254060000,34681.06000000,34709.06000000,34672.64000000,34680.90000000,6.84932500,1627254119999,237612.64163180,271,3.32685000,115414.40169427,0
2021-07-25 16:02:59.999,1627254120000,34680.90000000,34707.02000000,34680.35000000,34707.01000000,5.68858300,1627254179999,197340.31028387,229,4.29427200,148972.13731641,0
2021-07-25 16:03:59.999,1627254180000,34707.01000000,34759.17000000,34707.01000000,34747.62000000,26.21020100,1627254239999,910468.55477642,943,19.99775300,694653.05862566,0
2021-07-25 16:04:59.999,1627254240000,34747.62000000,34768.62000000,34747.62000000,34760.51000000,5.66370300,1627254299999,196872.41895741,269,2.96529600,103068.51559320,0
2021-07-25 16:05:59.999,1627254300000,34760.50000000,34761.58000000,34739.09000000,34753.66000000,8.31032200,1627254359999,288787.55473707,254,3.89995700,135507.77820413,0
2021-07-25 16:06:59.999,1627254360000,34755.62000000,34777.77000000,34755.61000000,34761.40000000,26.08445300,1627254419999,906881.07854417,398,18.89500900,656910.88116972,0
2021-07-25 16:07:59.999,1627254420000,34761.41000000,34777.77000000,34761.41000000,34769.96000000,8.68758500,1627254479999,302091.56651887,201,3.07665300,106986.34942409,0
2021-07-25 16:08:59.999,1627254480000,34769.95000000,34777.52000000,34768.95000000,34777.52000000,4.10537000,1627254539999,142753.14516574,117,2.22700600,77442.29694116,0
2021-07-25 16:09:59.999,1627254540000,34777.51000000,34806.16000000,34777.51000000,34788.73000000,30.11455300,1627254599999,1047705.88534448,674,25.88945400,900722.87095835,0
2021-07-25 16:10:59.999,1627254600000,34787.03000000,34795.95000000,34780.89000000,34795.94000000,7.75768200,1627254659999,269847.69399563,219,3.19958500,111291.36235769,0
2021-07-25 16:11:59.999,1627254660000,34795.94000000,34824.63000000,34793.91000000,34814.01000000,17.10414500,1627254719999,595374.60329415,501,9.09390600,316540.98069989,0
2021-07-25 16:12:59.999,1627254720000,34814.01000000,34895.99000000,34798.08000000,34802.67000000,68.80751200,1627254779999,2397798.42939046,1676,40.44710100,1409805.23590462,0
2021-07-25 16:13:59.999,1627254780000,34802.67000000,34802.68000000,34725.25000000,34725.25000000,16.36722200,1627254839999,569146.84087047,659,3.58361600,124622.62055668,0
2021-07-25 16:14:59.999,1627254840000,34725.25000000,34725.26000000,34619.89000000,34667.45000000,38.91562800,1627254899999,1348670.16584028,1089,13.10309700,453874.20047273,0
2021-07-25 16:15:59.999,1627254900000,34667.50000000,34673.08000000,34589.78000000,34631.67000000,10.41712100,1627254959999,360666.27951161,482,4.89182500,169370.07725438,0
2021-07-25 16:16:59.999,1627254960000,34632.65000000,34662.68000000,34632.64000000,34660.25000000,1.78273700,1627255019999,61782.54130179,130,0.88062800,30518.40361400,0
2021-07-25 16:17:59.999,1627255020000,34660.25000000,34660.25000000,34613.26000000,34645.57000000,7.54928400,1627255079999,261494.04707123,174,2.97297300,102965.62924251,0
2021-07-25 16:18:59.999,1627255080000,34647.32000000,34649.00000000,34638.46000000,34638.47000000,4.04152800,1627255139999,140025.64575256,109,2.53949600,87986.13006399,0
2021-07-25 16:19:59.999,1627255140000,34638.47000000,34667.94000000,34624.51000000,34636.55000000,10.76601100,1627255199999,373018.30021822,254,6.10335700,211449.53274523,0
2021-07-25 16:20:59.999,1627255200000,34636.07000000,34673.26000000,34632.60000000,34673.25000000,4.72422000,1627255259999,163724.21539615,216,1.00258700,34741.23384908,0
2021-07-25 16:21:59.999,1627255260000,34673.24000000,34673.24000000,34639.67000000,34662.08000000,13.87056600,1627255319999,480687.78686124,250,3.49890200,121234.61118749,0
2021-07-25 16:22:59.999,1627255320000,34662.08000000,34734.77000000,34659.76000000,34734.73000000,21.43123500,1627255379999,743758.58262839,484,17.43046800,604882.27347403,0
2021-07-25 16:23:59.999,1627255380000,34734.78000000,34788.16000000,34730.17000000,34776.60000000,14.93804400,1627255439999,519460.32009321,454,5.64313100,196211.30153624,0
